Reversed left context;Reversed center;Left context;Center;Punct;Right context;Title;Author;Birthday;Header;Created;Sphere;Type;Topic;Publication;Publ_year;Medium;Ambiguity;Full context
 сачйес ыб гом енлопв я;ьтарги; я вполне мог бы сейчас ; играть ;  ;в него.  ;Лейтон Хьюитт: «Теннису я научился раньше, чем плохим манерам» (2001) // «Известия», 2001.11.19 ; ; ;Лейтон Хьюитт: «Теннису я научился раньше, чем плохим манерам» ;2001 ;публицистика, нехудожественная ;интервью ;спорт ;«Известия» ;2001.11.19 ;газета ;омонимия снята; Но если бы не родители, отвадившие меня в своё время от австралийского футбола, я вполне мог бы сейчас играть в него.  [Лейтон Хьюитт: «Теннису я научился раньше, чем плохим манерам» (2001) // «Известия», 2001.11.19] [омонимия снята]
 тел ьтясед ёще и агА;ьтарги; Ага, и ещё десять лет ; играть ;  ;в теннис?  ;Лейтон Хьюитт: «Теннису я научился раньше, чем плохим манерам» (2001) // «Известия», 2001.11.19 ; ; ;Лейтон Хьюитт: «Теннису я научился раньше, чем плохим манерам» ;2001 ;публицистика, нехудожественная ;интервью ;спорт ;«Известия» ;2001.11.19 ;газета ;омонимия снята;  ? Ага, и ещё десять лет играть в теннис?  [Лейтон Хьюитт: «Теннису я научился раньше, чем плохим манерам» (2001) // «Известия», 2001.11.19] [омонимия снята]
 ешчул и ешчул ёсв отч;юарги; что всё лучше и лучше ; играю ;  ;на всех типах покрытий.  ;Лейтон Хьюитт: «Теннису я научился раньше, чем плохим манерам» (2001) // «Известия», 2001.11.19 ; ; ;Лейтон Хьюитт: «Теннису я научился раньше, чем плохим манерам» ;2001 ;публицистика, нехудожественная ;интервью ;спорт ;«Известия» ;2001.11.19 ;газета ;омонимия снята; В принципе, я чувствую, что всё лучше и лучше играю на всех типах покрытий.  [Лейтон Хьюитт: «Теннису я научился раньше, чем плохим манерам» (2001) // «Известия», 2001.11.19] [омонимия снята]
 тедуб йонм ос етсемв иратнизД;ьтарги;" Дзинтари"" вместе со мной будет "; играть ;  ;уже ученица Тестелец ? красавица Марта ;Мстислав Ростропович: «Это особое ощущение, когда ни к кому не принадлежишь» (2001) // «Известия», 2001.08.06 ; ; ;Мстислав Ростропович: «Это особое ощущение, когда ни к кому не принадлежишь» ;2001 ;публицистика, нехудожественная ;интервью ;искусство и культура ;«Известия» ;2001.08.06 ;газета ;омонимия снята;" А 9 августа в концертном зале ""Дзинтари"" вместе со мной будет играть уже ученица Тестелец ? красавица Марта Судраба.  [Мстислав Ростропович: «Это особое ощущение, когда ни к кому не принадлежишь» (2001) // «Известия», 2001.08.06] [омонимия снята]"
 ыдог е-05 в ёще как;ларги; как ещё в 50-е годы ; играл ;  ;у папы римского, и тот ;Мстислав Ростропович: «Это особое ощущение, когда ни к кому не принадлежишь» (2001) // «Известия», 2001.08.06 ; ; ;Мстислав Ростропович: «Это особое ощущение, когда ни к кому не принадлежишь» ;2001 ;публицистика, нехудожественная ;интервью ;искусство и культура ;«Известия» ;2001.08.06 ;газета ;омонимия снята;  А что до высоты положения, никогда не забуду, как ещё в 50-е годы играл у папы римского, и тот, поблагодарив, сказал: у вас, молодой человек, осталась лишь одна проблема.  [Мстислав Ростропович: «Это особое ощущение, когда ни к кому не принадлежишь» (2001) // «Известия», 2001.08.06] [омонимия снята]
 ытнакызум ебап мотибан моктиб В;иларги; В битком набитом пабе музыканты ; играли ;  ;свои протяжные мелодии.  ;Об Изумрудном острове, кельтах, Св. Патрике, погоде и современном образовании (2001) // «Туризм и образование», 2001.03.15 ; ; ;Об Изумрудном острове, кельтах, Св. Патрике, погоде и современном образовании ;2001 ;публицистика, нехудожественная ;очерк ;путешествия ;«Туризм и образование» ;2001.03.15 ;журнал ;омонимия снята; В битком набитом пабе музыканты играли свои протяжные мелодии.  [Об Изумрудном острове, кельтах, Св. Патрике, погоде и современном образовании (2001) // «Туризм и образование», 2001.03.15] [омонимия снята]
 икирабуз тут тюудеб и онирыфуЧ;тюарги; Чуфырино и бедуют тут, зубарики ; играют ;,  ;как говорил с невесёлой усмешкой ;Виктор Астафьев. Пролетный гусь (2000) ;Виктор Астафьев ;1924 ;Пролетный гусь ;2000 ;художественная ;повесть ; ;Антология современной прозы. Т. 1. ;2002 ;книга ;омонимия снята; Застряли вот в городишке под названием Чуфырино и бедуют тут, зубарики играют, как говорил с невесёлой усмешкой Данила.  [Виктор Астафьев. Пролетный гусь (2000)] [омонимия снята]
 екшомраг ан теему отк теавипыв;ьтарги; выпивает, кто умеет на гармошке ; играть ;,  ;тот играет.  ;Виктор Астафьев. Пролетный гусь (2000) ;Виктор Астафьев ;1924 ;Пролетный гусь ;2000 ;художественная ;повесть ; ;Антология современной прозы. Т. 1. ;2002 ;книга ;омонимия снята; Едут солдатики по домам, ноги свесив из открытой теплушки, песни орут, у кого есть, тот выпивает, кто умеет на гармошке играть, тот играет.  [Виктор Астафьев. Пролетный гусь (2000)] [омонимия снята]
 ьнзиж юсв хин зи отк;ларги; кто из них всю жизнь ; играл ;  ;первую скрипку.  ;Вера Белоусова. Второй выстрел (2000) ;Вера Белоусова ;1958 ;Второй выстрел ;2000 ;художественная ;повесть ; ;Вера Белоусова. Второй выстрел ;2000 ;книга ;омонимия снята; Нетрудно догадаться, кто из них всю жизнь играл первую скрипку.  [Вера Белоусова. Второй выстрел (2000)] [омонимия снята]
 ими алибюл ано яинешонто еыбосо;ьтарги; особые отношения: она любила ими ; играть ;,  ;крутить их в разные стороны ;Вера Белоусова. Второй выстрел (2000) ;Вера Белоусова ;1958 ;Второй выстрел ;2000 ;художественная ;повесть ; ;Вера Белоусова. Второй выстрел ;2000 ;книга ;омонимия снята; Со словами у неё вообще были особые отношения: она любила ими играть, крутить их в разные стороны, придумывать шарады, ребусы, палиндромы.  [Вера Белоусова. Второй выстрел (2000)] [омонимия снята]
 ьлор юукак ьтяноп онжомзовен азакссар;аларги; рассказа невозможно понять, какую роль ; играла ;  ;во всём этом Ольга.  ;Вера Белоусова. Второй выстрел (2000) ;Вера Белоусова ;1958 ;Второй выстрел ;2000 ;художественная ;повесть ; ;Вера Белоусова. Второй выстрел ;2000 ;книга ;омонимия снята; Должно быть, из моего рассказа невозможно понять, какую роль играла во всём этом Ольга.  [Вера Белоусова. Второй выстрел (2000)] [омонимия снята]
 мат ыт огок ыб ятох;ьшеарги; хотя бы, кого ты там ; играешь ;?  ; ;Вера Белоусова. Второй выстрел (2000) ;Вера Белоусова ;1958 ;Второй выстрел ;2000 ;художественная ;повесть ; ;Вера Белоусова. Второй выстрел ;2000 ;книга ;омонимия снята; ? Скажи хотя бы, кого ты там играешь?  [Вера Белоусова. Второй выстрел (2000)] [омонимия снята]
 Я  тен или иксечеволеч-оп ьтачевто;юарги; отвечать по-человечески или нет?   ? Я ; играю ;…  ;чёрта…? беспомощно пробормотал Гоша.   ? Какого ;Вера Белоусова. Второй выстрел (2000) ;Вера Белоусова ;1958 ;Второй выстрел ;2000 ;художественная ;повесть ; ;Вера Белоусова. Второй выстрел ;2000 ;книга ;омонимия снята; Будешь ты отвечать по-человечески или нет?   ? Я играю… чёрта…? беспомощно пробормотал Гоша.   ? Какого чёрта? ? удивился Миша.  [Вера Белоусова. Второй выстрел (2000)] [омонимия снята]
 ялефотсифеМ  те-еН ;теарги;   ? Не-ет…  Мефистофеля ; играет ;  ;Сам.  А мы? черти в ;Вера Белоусова. Второй выстрел (2000) ;Вера Белоусова ;1958 ;Второй выстрел ;2000 ;художественная ;повесть ; ;Вера Белоусова. Второй выстрел ;2000 ;книга ;омонимия снята;  ? Не-ет…  Мефистофеля играет Сам.  А мы? черти в массовке.  [Вера Белоусова. Второй выстрел (2000)] [омонимия снята]
 ;ларгИ;  ; Играл ;  ;орган ? хорал Баха, музыка торжественная ;Вера Белоусова. Второй выстрел (2000) ;Вера Белоусова ;1958 ;Второй выстрел ;2000 ;художественная ;повесть ; ;Вера Белоусова. Второй выстрел ;2000 ;книга ;омонимия снята; Играл орган ? хорал Баха, музыка торжественная и величественная.  [Вера Белоусова. Второй выстрел (2000)] [омонимия снята]
 имьдюл язьлеН  имынзар С ;ьтарги;  С разными.  Нельзя людьми ; играть ;…  ; И на этой патетической ноте ;Вера Белоусова. Второй выстрел (2000) ;Вера Белоусова ;1958 ;Второй выстрел ;2000 ;художественная ;повесть ; ;Вера Белоусова. Второй выстрел ;2000 ;книга ;омонимия снята; С разными.  Нельзя людьми играть…  И на этой патетической ноте, Володенька, я вынуждена остановиться.  [Вера Белоусова. Второй выстрел (2000)] [омонимия снята]
 ьтажлодорп алсымс огокакиН ;ьтарги;  Никакого смысла продолжать ; играть ;  ;с ним в кошки-мышки.  ;Вера Белоусова. Второй выстрел (2000) ;Вера Белоусова ;1958 ;Второй выстрел ;2000 ;художественная ;повесть ; ;Вера Белоусова. Второй выстрел ;2000 ;книга ;омонимия снята; Никакого смысла продолжать играть с ним в кошки-мышки.  [Вера Белоусова. Второй выстрел (2000)] [омонимия снята]
 ошорох ялоК а икабос олыб;теарги; было собаки, а Коля хорошо ; играет ;  ;в футбол?  ;Вера Белоусова. Второй выстрел (2000) ;Вера Белоусова ;1958 ;Второй выстрел ;2000 ;художественная ;повесть ; ;Вера Белоусова. Второй выстрел ;2000 ;книга ;омонимия снята;  Итак, обозначилось первое несоответствие, и ситуация стала напоминать детскую логическую задачку: кто разбил окно, если известно, что соврал только один мальчик, у Васи никогда не было собаки, а Коля хорошо играет в футбол?  [Вера Белоусова. Второй выстрел (2000)] [омонимия снята]
 етсемв и ецилу йондо ан;иларги; на одной улице и вместе ; играли ;  ;в чьем-нибудь саду или у ;Алексей Варламов. Купавна // «Новый Мир», 2000 ;Алексей Варламов ;1963 ;Купавна ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята;  Самым старшим из детей был Артур, самым младшим ? Гоша, они росли на одной улице и вместе играли в чьем-нибудь саду или у калитки, а если была плохая погода, то шли к Колюне, потому что его бабушка, единственная, разрешала мальчикам находиться в доме и занимать сразу две комнаты, первая из которых, проходная, была побольше, а вторая, смотревшая на кусты сирени и улицу, совсем крохотной. [Алексей Варламов. Купавна // «Новый Мир», 2000] [омонимия снята]
 как ядив ьтсорыс и хапаз;теарги; запах и сырость, видя, как ; играет ;,  ;отражаясь от гладкой поверхности, солнце ;Алексей Варламов. Купавна // «Новый Мир», 2000 ;Алексей Варламов ;1963 ;Купавна ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята; В жаркий день, ощущая её запах и сырость, видя, как играет, отражаясь от гладкой поверхности, солнце, Колюня ликовал, билось от возбуждения и радости сердечко и кололо под ложечкой.  [Алексей Варламов. Купавна // «Новый Мир», 2000] [омонимия снята]
 и яслакелвто но хяинеджуборп хынчон;ларги; ночных пробуждениях, он отвлекался и ; играл ;,  ;и так было до тех ;Алексей Варламов. Купавна // «Новый Мир», 2000 ;Алексей Варламов ;1963 ;Купавна ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята; Днём ещё как-то крепился, и на улице ему удавалось забыть о ночных пробуждениях, он отвлекался и играл, и так было до тех пор, пока однажды белым знойным днём дети не услыхали безудержную горестную музыку, доносившуюся из посёлка за железнодорожной веткой.  [Алексей Варламов. Купавна // «Новый Мир», 2000] [омонимия снята]
 ьсолазак отч кат уварт яабигирп;ларги; пригибая траву, так что казалось, ; играл ;  ;не плохенький, пьяный, сверкавший на ;Алексей Варламов. Купавна // «Новый Мир», 2000 ;Алексей Варламов ;1963 ;Купавна ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята; Её звуки наполняли всё пространство вокруг, раскачивая ветки деревьев и пригибая траву, так что казалось, играл не плохенький, пьяный, сверкавший на солнце трубами оркестр, а сама сухая летняя природа.  [Алексей Варламов. Купавна // «Новый Мир», 2000] [омонимия снята]
 ен и ясьтапук лидох ен;ларги; не ходил купаться и не ; играл ;  ;с мальчиками, но стал бояться ;Алексей Варламов. Купавна // «Новый Мир», 2000 ;Алексей Варламов ;1963 ;Купавна ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята; Он больше не ходил купаться и не играл с мальчиками, но стал бояться ночи.  [Алексей Варламов. Купавна // «Новый Мир», 2000] [омонимия снята]
 и ьташук онсукв ясьтапук итди;ьтарги; идти купаться, вкусно кушать и ; играть ;  ;в футбол, но вместо этого ;Алексей Варламов. Купавна // «Новый Мир», 2000 ;Алексей Варламов ;1963 ;Купавна ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята;  Колюнчик тотчас обо всем вспомнил и хотел сказать, что плохое кончилось, его простили и отпустили, и теперь можно снова идти купаться, вкусно кушать и играть в футбол, но вместо этого уткнулся и заплакал, и папа, всегда отталкивающий его, когда мальчик пробовал ласкаться, прижал сына к себе, так что Колюня не мог видеть печального лица.  [Алексей Варламов. Купавна // «Новый Мир», 2000] [омонимия снята]
 оге икселбто и инемалп икызя;тюарги; языки пламени и отблески его ; играют ;  ;на тёмном окне и стенах ;Алексей Варламов. Купавна // «Новый Мир», 2000 ;Алексей Варламов ;1963 ;Купавна ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята;  Толку от наспех сложённой за большие деньги жуликоватым и неумелым деревенским мастером печки было мало, она жрала много дров, топила улицу, тепло из щелястого строения выдувало мигом, но и Колюня, и бабушка всё равно любили её топить, слушать, как трещат короткие поленья, и глядеть, как пробиваются в щель между дверкой и кладкой языки пламени и отблески его играют на тёмном окне и стенах. [Алексей Варламов. Купавна // «Новый Мир», 2000] [омонимия снята]
 яащюему актсизанмиг и ьчод яаксечепук;ьтарги; купеческая дочь и гимназистка, умеющая ; играть ;  ;на фортепиано и говорить по-французски ;Алексей Варламов. Купавна // «Новый Мир», 2000 ;Алексей Варламов ;1963 ;Купавна ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята;  Колюня помнил ? и то было самое первое, младенческое воспоминание жизни, ? как бабушка носила его на руках по огромным, словно во дворце, залам и коридорам и не могла поверить, что она, некрасивая и нелюбимая в своей семье купеческая дочь и гимназистка, умеющая играть на фортепиано и говорить по-французски, воспитавшая одна троих детей так, что каждый получил высшее образование, работавшая учительницей, вожатой, редактором, машинисткой и ещё  невесть кем, болевшая раком и облучённая, битая-перебитая русская баба, сподобится получить на старости лет отдельную квартиру, а в ней свою комнату, где будет стоять старенькое пианино, комод, высокая кровать и древний шкаф с зеркалом.  [Алексей Варламов. Купавна // «Новый Мир», 2000] [омонимия снята]
 аравомас зи йач илип илахыдто;иларги; отдыхали ? пили чай из самовара, ; играли ;  ;в лото или бадминтон.  ;Алексей Варламов. Купавна // «Новый Мир», 2000 ;Алексей Варламов ;1963 ;Купавна ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята; Там были большие двухэтажные дома с отдельными кухнями, окружённые тенистыми садами, где висели между деревьями гамаки, а под ними росла аккуратная травка, стояли шезлонги и столики, и люди не возились в грядках, но с утра до вечера отдыхали ? пили чай из самовара, играли в лото или бадминтон.  [Алексей Варламов. Купавна // «Новый Мир», 2000] [омонимия снята]
 акичьлам огокьнелам тюуним ен ино;огещюарги; они не минуют маленького мальчика, ; играющего ;  ;дешёвыми пластмассовыми машинками на покосившемся ;Алексей Варламов. Купавна // «Новый Мир», 2000 ;Алексей Варламов ;1963 ;Купавна ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята; И неужели же они не минуют маленького мальчика, играющего дешёвыми пластмассовыми машинками на покосившемся тёплом крыльце?  [Алексей Варламов. Купавна // «Новый Мир», 2000] [омонимия снята]
 ьлор юунвалг елед мотэ в;теарги; в этом деле главную роль ; играет ;  ;задаток.  ;Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001 ;Андрей Волос ;1955 ;Недвижимость ;2000 ;художественная ;роман ; ;«Новый Мир» ;2001 ;журнал ;омонимия снята; А в этом деле главную роль играет задаток.  [Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001] [омонимия снята]
 мёдйоП ;ьтавги;   ? Пойдём ; игвать ;  ;"в ""монополию"", ? предложил он, сосредоточенно ";Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001 ;Андрей Волос ;1955 ;Недвижимость ;2000 ;художественная ;роман ; ;«Новый Мир» ;2001 ;журнал ;омонимия снята;"  ? Пойдём игвать в ""монополию"", ? предложил он, сосредоточенно хмурясь.  [Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001] [омонимия снята]"
 ямерв еоротокен и кодоробдоп луниксв;ларги; вскинул подбородок и некоторое время ; играл ;  ;желваками.  ;Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001 ;Андрей Волос ;1955 ;Недвижимость ;2000 ;художественная ;роман ; ;«Новый Мир» ;2001 ;журнал ;омонимия снята;  Гена вскинул подбородок и некоторое время играл желваками.  [Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001] [омонимия снята]
 икчивогуп в и тидис ьрепет;теарги; теперь сидит и в пуговички ; играет ;.  ; ;Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001 ;Андрей Волос ;1955 ;Недвижимость ;2000 ;художественная ;роман ; ;«Новый Мир» ;2001 ;журнал ;омонимия снята; . Колбасы натрескалась, молока напилась… теперь сидит и в пуговички играет.  [Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001] [омонимия снята]
 икчивогуп в и азуп то;ьтарги; от пуза ? и в пуговички ; играть ;.  ; ;Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001 ;Андрей Волос ;1955 ;Недвижимость ;2000 ;художественная ;роман ; ;«Новый Мир» ;2001 ;журнал ;омонимия снята; Колбасы натрескался от пуза ? и в пуговички играть.  [Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001] [омонимия снята]
 и ад йосиртка алыб ен;ьтарги; не была актрисой, да и ; играть ;  ;ей здесь было не перед ;Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001 ;Андрей Волос ;1955 ;Недвижимость ;2000 ;художественная ;роман ; ;«Новый Мир» ;2001 ;журнал ;омонимия снята; Ксения не была актрисой, да и играть ей здесь было не перед кем ? Марина, подрядчик и Будяев шумели в коридоре, а я стоял на пороге, по мере сил участвуя в обсуждении степени износа дверных коробок и самих дверей, и совершенно случайно повернул к ней в этот момент голову.  [Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001] [омонимия снята]
 йобот с ино а кяс;ьтарги; сяк, а они с тобой ; играть ;  ;не хотели.  ;Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001 ;Андрей Волос ;1955 ;Недвижимость ;2000 ;художественная ;роман ; ;«Новый Мир» ;2001 ;журнал ;омонимия снята; Ты к ним и так, и сяк, а они с тобой играть не хотели.  [Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001] [омонимия снята]
 я А мосолог мымярпу мымярпу;юарги;" упрямым-упрямым голосом: ""А я "; играю ;  ;в паровозик!  ;Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001 ;Андрей Волос ;1955 ;Недвижимость ;2000 ;художественная ;роман ; ;«Новый Мир» ;2001 ;журнал ;омонимия снята;" А ты подходишь ко мне и говоришь таким упрямым-упрямым голосом: ""А я играю в паровозик!  [Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001] [омонимия снята]"
 от ьтсодолоМ  огес одан ен;теарги; не надо сего!  Молодость-то ; играет ;  ;в одном месте.  Вот они ;Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001 ;Андрей Волос ;1955 ;Недвижимость ;2000 ;художественная ;роман ; ;«Новый Мир» ;2001 ;журнал ;омонимия снята; Другие, знаете… самонадеянные такие ? не надо того, не надо сего!  Молодость-то играет в одном месте.  Вот они и топырятся? я сам, я сам!  [Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001] [омонимия снята]
 ецнлос еенмиз еолеб монко аЗ;оларги; За окном белое зимнее солнце ; играло ;  ;на свежем снегу.  ;Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001 ;Андрей Волос ;1955 ;Недвижимость ;2000 ;художественная ;роман ; ;«Новый Мир» ;2001 ;журнал ;омонимия снята; За окном белое зимнее солнце играло на свежем снегу.  [Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001] [омонимия снята]
 Ф Т А хяинеортсоп в;тюарги; в построениях А. Т. Ф. ; играют ;  ;сближения слов (т. е. сопоставления ;А. А. Зализняк. Лингвистика по А. Т. Фоменко // «Вопросы языкознания», 2000 ;А. А. Зализняк ;1935 ;Лингвистика по А. Т. Фоменко ;2000 ;учебно-научная, нехудожественная ;статья ;наука и технологии, история, филология ;«Вопросы языкознания» ;2000 ;журнал ;омонимия снята;  Огромную роль в построениях А. Т. Ф. играют сближения слов (т. е. сопоставления с целью показать их родство или какую-то иную историческую связь).  [А. А. Зализняк. Лингвистика по А. Т. Фоменко // «Вопросы языкознания», 2000] [омонимия снята]
 удас мокстед в итед отч;яарги; что дети в детском саду, ; играя ;  ;детальками и проволочками, могут собрать ;А. А. Зализняк. Лингвистика по А. Т. Фоменко // «Вопросы языкознания», 2000 ;А. А. Зализняк ;1935 ;Лингвистика по А. Т. Фоменко ;2000 ;учебно-научная, нехудожественная ;статья ;наука и технологии, история, филология ;«Вопросы языкознания» ;2000 ;журнал ;омонимия снята;  Допустить, что всю эту картину раннего древнерусского языка и его постепенной эволюции от памятника к памятнику, вместе с параллельной эволюцией палеографии, графики и орфографии, могли искусственно создать фальсификаторы XVII в., можно лишь ровно в той же мере, как то, что дети в детском саду, играя детальками и проволочками, могут собрать компьютер.  [А. А. Зализняк. Лингвистика по А. Т. Фоменко // «Вопросы языкознания», 2000] [омонимия снята]
 ьлор юуньланидрак ерим мончыбоен и;теарги; и необычном мире кардинальную роль ; играет ;  ;человеческое сознание, потому что именно ;В. Н. Комаров. Тайны пространства и времени (1995-2000) ;В. Н. Комаров ; ;Тайны пространства и времени ;1995-2000 ;учебно-научная, нехудожественная ;монография ;наука и технологии, физика ;Комаров В.Н. Тайны пространства и времени ;2000 ;книга ;омонимия снята;" В этом ""странном"" и необычном мире кардинальную роль играет человеческое сознание, потому что именно оно из необъятного множества сценариев выбирает один, единственный, только одну из его ""копий"".  [В. Н. Комаров. Тайны пространства и времени (1995-2000)] [омонимия снята]"
 тедуб автснартсорп огонволсу ьлор арим;ьтарги; мира роль условного пространства будет ; играть ;  ;"четырехмерное многообразие ""пространство-время"", где по ";В. Н. Комаров. Тайны пространства и времени (1995-2000) ;В. Н. Комаров ; ;Тайны пространства и времени ;1995-2000 ;учебно-научная, нехудожественная ;монография ;наука и технологии, физика ;Комаров В.Н. Тайны пространства и времени ;2000 ;книга ;омонимия снята;" Соответственно при изучении поведения тел трехмерного мира роль условного пространства будет играть четырехмерное многообразие ""пространство-время"", где по трем осям откладываются перемещения того или иного объекта, а четвёртая ось является осью времени.  [В. Н. Комаров. Тайны пространства и времени (1995-2000)] [омонимия снята]"
 ен омодеваз имьдюл имынйачулс ос;имищюарги; со случайными людьми, заведомо не ; играющими ;  ;сколько-нибудь заметной роли в жизни ;В. Н. Комаров. Тайны пространства и времени (1995-2000) ;В. Н. Комаров ; ;Тайны пространства и времени ;1995-2000 ;учебно-научная, нехудожественная ;монография ;наука и технологии, физика ;Комаров В.Н. Тайны пространства и времени ;2000 ;книга ;омонимия снята; Если же отдельные контакты и возникают, то, как правило, со случайными людьми, заведомо не играющими сколько-нибудь заметной роли в жизни современного общества.  [В. Н. Комаров. Тайны пространства и времени (1995-2000)] [омонимия снята]
 тежом ьтыб еыроток и ьтяноп;тюарги; понять и которые, быть может, ; играют ;  ;"роль своеобразного ""теста"", предназначенного для ";В. Н. Комаров. Тайны пространства и времени (1995-2000) ;В. Н. Комаров ; ;Тайны пространства и времени ;1995-2000 ;учебно-научная, нехудожественная ;монография ;наука и технологии, физика ;Комаров В.Н. Тайны пространства и времени ;2000 ;книга ;омонимия снята;" Сообщения, которые нам пока что не удаётся расшифровать и понять и которые, быть может, играют роль своеобразного ""теста"", предназначенного для того, чтобы выявить уровень наших знаний об окружающем мире и степень готовности к непосредственному участию в свершениях и акциях космического порядка.  [В. Н. Комаров. Тайны пространства и времени (1995-2000)] [омонимия снята]"
 корги йокак с юьтсартс еж;теарги; же страстью, с какой игрок ; играет ;,  ;пьяница пьёт.  ;Людмила Улицкая. Казус Кукоцкого [Путешествие в седьмую сторону света] // «Новый Мир», 2000 ;Людмила Улицкая ;1943 ;Казус Кукоцкого [Путешествие в седьмую сторону света] ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята;  Учился Павел с той же страстью, с какой игрок играет, пьяница пьёт.  [Людмила Улицкая. Казус Кукоцкого [Путешествие в седьмую сторону света] // «Новый Мир», 2000] [омонимия снята]
 янаТ и амод оготэ иквонатсбо;аларги; обстановки этого дома, и Таня ; играла ;  ;им робкие пьески, выученные на ;Людмила Улицкая. Казус Кукоцкого [Путешествие в седьмую сторону света] // «Новый Мир», 2000 ;Людмила Улицкая ;1943 ;Казус Кукоцкого [Путешествие в седьмую сторону света] ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята;  Уже через несколько недель, воскресными вечерами, жарко натопив дом, Павел Алексеевич и Елена садились в резные германские кресла, от которых пахло воровством, как и от всей прочей обстановки этого дома, и Таня играла им робкие пьески, выученные на этой неделе…  [Людмила Улицкая. Казус Кукоцкого [Путешествие в седьмую сторону света] // «Новый Мир», 2000] [омонимия снята]
 икдов накатс арту с лавипыв;ларги; выпивал с утра стакан водки, ; играл ;  ;с Таней, учил Василису делать ;Людмила Улицкая. Казус Кукоцкого [Путешествие в седьмую сторону света] // «Новый Мир», 2000 ;Людмила Улицкая ;1943 ;Казус Кукоцкого [Путешествие в седьмую сторону света] ;2000 ;художественная ;роман ; ;«Новый Мир» ;2000 ;журнал ;омонимия снята;  И Павел Алексеевич в особенно гнусные времена оставался дома, выпивал с утра стакан водки, играл с Таней, учил Василису делать пельмени или просто слонялся по квартире, натыкаясь то и дело на маленькие записочки, которые его жена Елена писала сама себе.  [Людмила Улицкая. Казус Кукоцкого [Путешествие в седьмую сторону света] // «Новый Мир», 2000] [омонимия снята]
