Reversed left context;Reversed center;Left context;Center;Punct;Right context;Title;Author;Birthday;Header;Created;Sphere;Type;Topic;Publication;Publ_year;Medium;Ambiguity;Full context
 ерытеч оп хИ ;олачрот;  Их по четыре ; торчало ;  ;у каждой руки ― зажатые горлами ;Б. С. Житков. «Сию минуту-с!..» (1927) ;Б. С. Житков ;1882 ;«Сию минуту-с!..» ;1927 ;художественная ;рассказ ; ;Б. Житков. «Джарылгач». Рассказы и повести ;1980 ;книга ;омонимия снята; Их по четыре торчало у каждой руки ― зажатые горлами меж пальцев.  [Б. С. Житков. «Сию минуту-с!..» (1927)] [омонимия снята]
 лижуранбо я еджун йонйачулс оп;юущачрот; по случайной нужде, я обнаружил ; торчащую ;  ;траву над горизонтом воды, которой ;А. П. Платонов. Епифанские шлюзы (1927) ;А. П. Платонов ;1899 ;Епифанские шлюзы ;1927 ;художественная ;повесть ; ;Андрей Платонов. Собрание сочинений в 5-ти томах. ;1998 ;книга ;омонимия снята;  Отчалив от бурильного плота, чтобы достигнуть берега по случайной нужде, я обнаружил торчащую траву над горизонтом воды, которой раньше не замечал.  [А. П. Платонов. Епифанские шлюзы (1927)] [омонимия снята]
 ыноротс есв ов ортсо и;илачрот; и остро во все стороны ; торчали ;  ;белые раздавленные кости.  ;М. А. Булгаков. Полотенце с петухом (1926) ;М. А. Булгаков ;1891 ;Полотенце с петухом ;1926 ;художественная ;рассказ ; ;М. Булгаков. Собрание сочинений. - Т. 1: Записки покойника: Автобиографическая проза ;2002 ;книга ;омонимия снята; Начиная от раздроблённого колена, лежала кровавая рвань, красные мятые мышцы и остро во все стороны торчали белые раздавленные кости.  [М. А. Булгаков. Полотенце с петухом (1926)] [омонимия снята]
 алакс отэ ьшёдйодоп А ;тичрот;  А подойдёшь ― это скала ; торчит ;  ;из моря.  ;Б. С. Житков. Элчан-Кайя (1926) ;Б. С. Житков ;1882 ;Элчан-Кайя ;1926 ;художественная ;рассказ ; ;Б. Житков. «Джарылгач». Рассказы и повести ;1980 ;книга ;омонимия снята; А подойдёшь ― это скала торчит из моря.  [Б. С. Житков. Элчан-Кайя (1926)] [омонимия снята]
 отсорп яйаК-начлЭ орп и турВ;тачрот; Врут и про Элчан-Кайя, просто ; торчат ;  ;из моря дикие скалы торчком ;Б. С. Житков. Элчан-Кайя (1926) ;Б. С. Житков ;1882 ;Элчан-Кайя ;1926 ;художественная ;рассказ ; ;Б. Житков. «Джарылгач». Рассказы и повести ;1980 ;книга ;омонимия снята; . Врут и про Элчан-Кайя, просто торчат из моря дикие скалы торчком, остряком, а зыбь бьётся об них и пенится.  [Б. С. Житков. Элчан-Кайя (1926)] [омонимия снята]
 икчур еывирк асяоп аз-зи онатомаз;тачрот; замотано, из-за пояса кривые ручки ; торчат ;―  ;пистолеты.  ;Б. С. Житков. Элчан-Кайя (1926) ;Б. С. Житков ;1882 ;Элчан-Кайя ;1926 ;художественная ;рассказ ; ;Б. Житков. «Джарылгач». Рассказы и повести ;1980 ;книга ;омонимия снята; А впереди высокий, всё брюхо широким поясом замотано, из-за пояса кривые ручки торчат― пистолеты.  [Б. С. Житков. Элчан-Кайя (1926)] [омонимия снята]
 мокинев мылеб и мофраш мыназяв;тичрот; вязаным шарфом, и белым веником ; торчит ;  ;из ворота борода.  ;Б. С. Житков. Элчан-Кайя (1926) ;Б. С. Житков ;1882 ;Элчан-Кайя ;1926 ;художественная ;рассказ ; ;Б. Житков. «Джарылгач». Рассказы и повести ;1980 ;книга ;омонимия снята;  И вдруг видит: идёт по панели старый еврей, по уши замотанный вязаным шарфом, и белым веником торчит из ворота борода.  [Б. С. Житков. Элчан-Кайя (1926)] [омонимия снята]
 тиборп коб игюлеф У ;тачрот;   У фелюги бок пробит, ; торчат ;  ;дубовые рёбра.  ;Б. С. Житков. Элчан-Кайя (1926) ;Б. С. Житков ;1882 ;Элчан-Кайя ;1926 ;художественная ;рассказ ; ;Б. Житков. «Джарылгач». Рассказы и повести ;1980 ;книга ;омонимия снята;  У фелюги бок пробит, торчат дубовые рёбра.  [Б. С. Житков. Элчан-Кайя (1926)] [омонимия снята]
 ытунктов яьпок отдуБ  дорог йылеб;тачрот; белый город.  Будто копья воткнуты, ; торчат ;  ;острые минареты.  Как хлеба горбушки ;Б. С. Житков. Элчан-Кайя (1926) ;Б. С. Житков ;1882 ;Элчан-Кайя ;1926 ;художественная ;рассказ ; ;Б. Житков. «Джарылгач». Рассказы и повести ;1980 ;книга ;омонимия снята;  Рассыпался по красному берегу белый город.  Будто копья воткнуты, торчат острые минареты.  Как хлеба горбушки, поднялись средь домов турецкие мечети.  [Б. С. Житков. Элчан-Кайя (1926)] [омонимия снята]
 и теарибод ано теателыв сакеб;тичрот; бекас вылетает, она добирает и ; торчит ;  ;в одной точке.  ;М. М. Пришвин. Кэт (1925) ;М. М. Пришвин ;1873 ;Кэт ;1925 ;художественная ;рассказ ; ;М. Пришвин. «Зеленый шум». Сборник ;1983 ;книга ;омонимия снята; Кэт ковыряется, бекас вылетает, она добирает и торчит в одной точке.  [М. М. Пришвин. Кэт (1925)] [омонимия снята]
 екдяропсеб в еытлёж лыркто арамотоК;еищачрот; Котомара открыл жёлтые, в беспорядке ; торчащие ;  ;зубы и сощурился под круглыми ;А. Н. Толстой. Черная пятница (1924) ;А. Н. Толстой ;1882 ;Черная пятница ;1924 ;художественная ;рассказ ; ; Толстой А.Н. Черная пятница. - Авт.сб.  Эмигранты. - М.,  «Правда» , 1982  ;1982 ;книга ;омонимия снята; (Котомара открыл жёлтые, в беспорядке торчащие зубы и сощурился под круглыми очками.)  [А. Н. Толстой. Черная пятница (1924)] [омонимия снята]
 итсок атесрок зИ  анО ;тачрот;   Она.  Из корсета кости ; торчат ;?  ; Рубашка жёлтая?  ;А. Н. Толстой. Черная пятница (1924) ;А. Н. Толстой ;1882 ;Черная пятница ;1924 ;художественная ;рассказ ; ; Толстой А.Н. Черная пятница. - Авт.сб.  Эмигранты. - М.,  «Правда» , 1982  ;1982 ;книга ;омонимия снята;  Она.  Из корсета кости торчат?  Рубашка жёлтая?  [А. Н. Толстой. Черная пятница (1924)] [омонимия снята]
 асолоВ ;тачрот;  Волоса… ; торчат ;  ;кверху… какой-то поднимающейся волной, совсем ;З. Н. Гиппиус. Задумчивый странник (о Розанове) (1923) ;З. Н. Гиппиус ;1869 ;Задумчивый странник (о Розанове) ;1923 ;публицистика, нехудожественная ;мемуары ; ;Василий Розанов: Pro et contra. Кн. I. ;1995 ;книга ;омонимия снята; Волоса… торчат кверху… какой-то поднимающейся волной, совсем нелепо и как я не видал ни у кого.  [З. Н. Гиппиус. Задумчивый странник (о Розанове) (1923)] [омонимия снята]
 ончеВ ;лачрот;   Вечно ; торчал ;  ;в редакции, отовсюду туда «забегал ;З. Н. Гиппиус. Задумчивый странник (о Розанове) (1923) ;З. Н. Гиппиус ;1869 ;Задумчивый странник (о Розанове) ;1923 ;публицистика, нехудожественная ;мемуары ; ;Василий Розанов: Pro et contra. Кн. I. ;1995 ;книга ;омонимия снята;  Вечно торчал в редакции, отовсюду туда «забегал».  [З. Н. Гиппиус. Задумчивый странник (о Розанове) (1923)] [омонимия снята]
 мён в ёсв ясливорхамзар ешьлоб;тичрот; больше размахровился, всё в нём ; торчит ;  ;во все стороны, противоречия ещё ;З. Н. Гиппиус. Задумчивый странник (о Розанове) (1923) ;З. Н. Гиппиус ;1869 ;Задумчивый странник (о Розанове) ;1923 ;публицистика, нехудожественная ;мемуары ; ;Василий Розанов: Pro et contra. Кн. I. ;1995 ;книга ;омонимия снята; Лишь приглядываясь, можно было заметить, что он ещё больше размахровился, всё в нём торчит во все стороны, противоречия ещё подчеркнулись.  [З. Н. Гиппиус. Задумчивый странник (о Розанове) (1923)] [омонимия снята]
 ацил виторп омярп ацьлап авд;илачрот; два пальца, прямо против лица, ; торчали ;  ;из щели деревянной стены лавки ;А. С. Грин. Ива (1923) ;А. С. Грин ;1880 ;Ива ;1923 ;художественная ;рассказ ; ;Грин А. С. Собрание сочинений в шести томах. Библиотека Огонек. ;1980 ;книга ;омонимия снята;" Думая, что говорит громко, ― так было сильно его волнение, ― он тихо и быстро шептал; когда же очнулся, возле него никого не было, лишь два пальца, прямо против лица, торчали из щели деревянной стены лавки, помахивая чёрным стеклом.  [А. С. Грин. Ива (1923)] [омонимия снята]"
 оннолкан имянп ямувд жем едг;лачрот; где меж двумя пнями наклонно ; торчал ;  ;ивовый прут с выбегающими из ;А. С. Грин. Ива (1923) ;А. С. Грин ;1880 ;Ива ;1923 ;художественная ;рассказ ; ;Грин А. С. Собрание сочинений в шести томах. Библиотека Огонек. ;1980 ;книга ;омонимия снята; Прежде чем начать его испытание, прошёл он немного вправо, где меж двумя пнями наклонно торчал ивовый прут с выбегающими из влажной, как будто отпотевшей коры новыми узкими и яркими листьями.  [А. С. Грин. Ива (1923)] [омонимия снята]
 отч укчоду ут ан ьтертомс;тичрот; смотреть на ту удочку, что ; торчит ;  ;там, между двумя пнями, пока ;А. С. Грин. Ива (1923) ;А. С. Грин ;1880 ;Ива ;1923 ;художественная ;рассказ ; ;Грин А. С. Собрание сочинений в шести томах. Библиотека Огонек. ;1980 ;книга ;омонимия снята; Раз десять в день ходил я смотреть на ту удочку, что торчит там, между двумя пнями, пока третьего дня не увидел, что на ней вспухли четыре почки, и стал несколько сумасшедшим.  [А. С. Грин. Ива (1923)] [омонимия снята]
 ямйотс акдол ьсалахылок ен икер;лачрот; реки, не колыхалась лодка, стоймя ; торчал ;  ;камышовый поплавок.  ;А. Н. Толстой. На рыбной ловле (1923) ;А. Н. Толстой ;1882 ;На рыбной ловле ;1923 ;художественная ;рассказ ; ;Толстой А.Н. На рыбной ловле ; ;книга ;омонимия снята; Едва текли струи зеркальной реки, не колыхалась лодка, стоймя торчал камышовый поплавок.  [А. Н. Толстой. На рыбной ловле (1923)] [омонимия снята]
 йынневородз йинис егон ан ьтогон;тичрот; ноготь на ноге синий, здоровенный ; торчит ;  ;у него, ― угрюмый был человек ;А. Н. Толстой. На рыбной ловле (1923) ;А. Н. Толстой ;1882 ;На рыбной ловле ;1923 ;художественная ;рассказ ; ;Толстой А.Н. На рыбной ловле ; ;книга ;омонимия снята; Бывало ― сидит, как турок, в окошке, шьёт, голова кудластая, ноготь на ноге синий, здоровенный торчит у него, ― угрюмый был человек, работящий.  [А. Н. Толстой. На рыбной ловле (1923)] [омонимия снята]
 с кивозург йынзург йищюапюлх орес;имищачрот; серо-хлюпающий, грузный грузовик с ; торчащими ;  ;на нём солдатами, верхом на ;Б. К. Зайцев. Улица св. Николая (1921) ;Б. К. Зайцев ;1881 ;Улица св. Николая ;1921 ;художественная ;очерк ; ;Собрание сочинений в 5 т. -- Т. 2. Улица Святого Николая: Повести. Рассказы. ;1999 ;книга ;омонимия снята; Но не задумывайся, не заглядывайся на ничто: как раз в морозной мгле ты угодишь под серо-хлюпающий, грузный грузовик с торчащими на нём солдатами, верхом на кипах, на тюках материи, иль на штанах, сотнями сложенных.  [Б. К. Зайцев. Улица св. Николая (1921)] [омонимия снята]
 имамьсип с кеволеч лёшос минделсоП;имишвачрот; Последним сошёл человек с письмами, ; торчавшими ;  ;из широких карманов широкого пальто ;Б. Л. Пастернак. Письма из Тулы (1918) ;Б. Л. Пастернак ;1890 ;Письма из Тулы ;1918 ;художественная ;рассказ ; ; ; ;книга ;омонимия снята; Последним сошёл человек с письмами, торчавшими из широких карманов широкого пальто.  [Б. Л. Пастернак. Письма из Тулы (1918)] [омонимия снята]
 мореп миьчитп угеб ан ясмищусярт;мищачрот; трясущимся на бегу птичьим пером, ; торчащим ;  ;из подстриженной чёлки.  ;И. А. Бунин. Господин из Сан-Франциско (1915) ;И. А. Бунин ;1870 ;Господин из Сан-Франциско ;1915 ;художественная ;рассказ ; ;И. А. Бунин. Стихотворения. Рассказы. Повести ;1973 ;книга ;омонимия снята; Извозчик, квёлый человек с красными глазами, в старом пиджачке с короткими рукавами и в сбитых башмаках, был с похмелья, ― целую ночь играл в кости в траттории, ― и всё хлестал свою крепкую лошадку, по-сицилийски разряжённую, спешно громыхающую всяческими бубенцами на уздечке в цветных шерстяных помпонах и на остриях высокой медной седёлки, с аршинным, трясущимся на бегу птичьим пером, торчащим из подстриженной чёлки.  [И. А. Бунин. Господин из Сан-Франциско (1915)] [омонимия снята]
 имакчотрёч имынамол с имазалг ямувд;имищачрот; двумя глазами, с ломаными чёрточками, ; торчащими ;  ;вместо ног из-под юбки, с ;А. И. Куприн. Гранатовый браслет (1911) ;А. И. Куприн ;1870 ;Гранатовый браслет ;1911 ;художественная ;повесть ; ;А. И. Куприн. Собрание сочинений в 9 т. ;1972 ;книга ;омонимия снята;  На листке альбома красовалась умышленно по-детски нарисованная фигура девочки, с лицом в профиль, но с двумя глазами, с ломаными чёрточками, торчащими вместо ног из-под юбки, с растопыренными пальцами разведённых рук.  [А. И. Куприн. Гранатовый браслет (1911)] [омонимия снята]
 мокталп мынрёч мынназявереп мосюлф мишьлоб;мищачрот; большим флюсом, перевязанным чёрным платком, ; торчащим ;  ;на затылке двумя заячьими ушами ;Н. А. Тэффи. Предсказатель прошлого (1911) ;Н. А. Тэффи ;1872 ;Предсказатель прошлого ;1911 ;художественная ;рассказ, миниатюра ; ; Тэффи Н.А. Юмористические рассказы. Из  Всеобщей истории, обработанной  «Сатириконом»    ;1990 ;книга ;омонимия снята; Он был очень маленький, с очень большим флюсом, перевязанным чёрным платком, торчащим на затылке двумя заячьими ушами.  [Н. А. Тэффи. Предсказатель прошлого (1911)] [омонимия снята]
 он юеш юуннёжанбо ан атуникан;алачрот; накинута на обнажённую шею, но ; торчала ;  ;как-то криво и боком.  ;И. Ф. Анненский. Вторая книга отражений (1909) ;И. Ф. Анненский ;1855 ;Вторая книга отражений ;1909 ;публицистика, нехудожественная ;очерк, цикл ;искусство и культура ;«Серия «Литературные памятники». Иннокентий Ф.Анненский ;1979 ;книга ;омонимия снята; Маленькая косыночка была накинута на обнажённую шею, но торчала как-то криво и боком.  [И. Ф. Анненский. Вторая книга отражений (1909)] [омонимия снята]
 хыроток зи косод хыратс от-хикак;илачрот; каких-то старых досок, из которых ; торчали ;  ;гвозди, рядом с развалившейся бочкою ;Л. Н. Андреев. Вор (1904) ;Л. Н. Андреев ;1871 ;Вор ;1904 ;художественная ;рассказ ; ; ; ;книга ;омонимия снята;" Он долго сидел там, возле каких-то старых досок, из которых торчали гвозди, рядом с развалившейся бочкою засохшей извести; чувствовались свежесть и покой разрыхлённой земли, и молодым тополем сильно пахло, а по дорожкам, недалеко от него, гуляли разодетые люди, и музыка играла.  [Л. Н. Андреев. Вор (1904)] [омонимия снята]"
 яьлок и ноВ ;тачрот;  Вон и колья ; торчат ;  ;из земли: знать, их кто ;И. С. Тургенев. Конец Чертопханова (1872) ;И. С. Тургенев ;1818 ;Конец Чертопханова ;1872 ;художественная ;повесть ; ; ; ;книга ;омонимия снята; Вон и колья торчат из земли: знать, их кто вывернул.  [И. С. Тургенев. Конец Чертопханова (1872)] [омонимия снята]
 оген у мосяоп аз юьдург;лачрот;" грудью; за поясом у него "; торчал ;  ;кинжал.  ;И. С. Тургенев. Конец Чертопханова (1872) ;И. С. Тургенев ;1818 ;Конец Чертопханова ;1872 ;художественная ;повесть ; ; ; ;книга ;омонимия снята;" Жид являл вид несколько смущённый, держался одной рукой за грядку и подпрыгивал всем своим дряблым телом на тряском сиденье; другую руку он прижимал к пазухе, где у него лежала пачка ассигнаций, завёрнутых в газетную бумагу; Чертопханов сидел, как истукан, только глазами поводил кругом и дышал полной грудью; за поясом у него торчал кинжал.  [И. С. Тургенев. Конец Чертопханова (1872)] [омонимия снята]"
 хичобар идерсоП ;тичрот;  Посреди рабочих ; торчит ;  ;если не подрядчик, по крайней ;А. А. Фет. Осенние хлопоты (1862) ;А. А. Фет ;1820 ;Осенние хлопоты ;1862 ;художественная ;рассказ ; ;А. Фет. Проза поэта ;2001 ;книга ;омонимия снята; Посреди рабочих торчит если не подрядчик, по крайней мере колоновожатый Алексей с вострым носом и физиономией коростеля.  [А. А. Фет. Осенние хлопоты (1862)] [омонимия снята]
 атр ози узин од ухрев;илачрот; верху до низу, изо рта ; торчали ;  ;кабаньи клыки, нос крючком, как ;С. Т. Аксаков. Aленький цветочек (1858) ;С. Т. Аксаков ;1791 ;Aленький цветочек ;1858 ;художественная ;сказка ; ;С.Т. Аксаков. Семейная хроника. Детские годы Багрова-внука. Аленький цветочек ;1982 ;книга ;омонимия снята; Да и страшен был зверь лесной, чудо морское: руки кривые, на руках когти звериные, ноги лошадиные, спереди-сзади горбы великие верблюжие, весь мохнатый от верху до низу, изо рта торчали кабаньи клыки, нос крючком, как у беркута, а глаза были совиные.  [С. Т. Аксаков. Aленький цветочек (1858)] [омонимия снята]
 и мосон микориш миовс с;имишвачрот; с своим широким носом и ; торчавшими ;  ;вихрами, когда бы она спросила ;Л. Н. Толстой. Отрочество (1854) ;Л. Н. Толстой ;1828 ;Отрочество ;1854 ;художественная ;повесть ; ;Л.Н. Толстой. Собрание сочинений ;1958 ;книга ;омонимия снята; Иногда, притаившись за дверью, я с тяжёлым чувством зависти и ревности слушал возню, которая поднималась в девичьей, и мне приходило в голову: каково бы было моё положение, ежели бы я пришёл на верх и, так же как Володя, захотел бы поцеловать Машу? что бы я сказал с своим широким носом и торчавшими вихрами, когда бы она спросила у меня, чего мне нужно?  [Л. Н. Толстой. Отрочество (1854)] [омонимия снята]
 онживдопен и отурк колытаз оге;тичрот; его затылок круто и неподвижно ; торчит ;  ;навстречу любопытным взорам всех товарищей ;И. С. Тургенев. Гамлет Щигровского уезда (1849) ;И. С. Тургенев ;1818 ;Гамлет Щигровского уезда ;1849 ;художественная ;рассказ ; ; И.С. Тургенев. Муму Записки охотника: рассказы  ;2000 ;книга ;омонимия снята; Стриженый его затылок круто и неподвижно торчит навстречу любопытным взорам всех товарищей.  [И. С. Тургенев. Гамлет Щигровского уезда (1849)] [омонимия снята]
 казак йижюД ;лачрот;  Дюжий казак ; торчал ;  ;верхом на тощем мерине с ;И. С. Тургенев. Лебедянь (1848) ;И. С. Тургенев ;1818 ;Лебедянь ;1848 ;художественная ;рассказ ; ; И.С. Тургенев. Муму Записки охотника: рассказы  ;2000 ;книга ;омонимия снята; Дюжий казак торчал верхом на тощем мерине с оленьей шеей и продавал его «со всим», то есть с седлом и уздечкой.  [И. С. Тургенев. Лебедянь (1848)] [омонимия снята]
 оген елзов Н ьзянк ледис;лачрот;" сидел князь Н.; возле него "; торчал ;  ;Хлопаков.  ;И. С. Тургенев. Лебедянь (1848) ;И. С. Тургенев ;1818 ;Лебедянь ;1848 ;художественная ;рассказ ; ; И.С. Тургенев. Муму Записки охотника: рассказы  ;2000 ;книга ;омонимия снята;" На охотницкой, щегольской тележке сидел князь Н.; возле него торчал Хлопаков.  [И. С. Тургенев. Лебедянь (1848)] [омонимия снята]"
 огороток зи отсем еодух ондо;илачрот; одно худое место, из которого ; торчали ;  ;волосья и хлопья.  ;Ф. М. Достоевский. Господин Прохарчин (1846) ;Ф. М. Достоевский ;1821 ;Господин Прохарчин ;1846 ;художественная ;повесть ; ;Большая хрестоматия. Русская литература XIX века ;2003 ;книга ;омонимия снята;" ""Эге-ге-ге!"" ― сказал Ярослав Ильич, показывая в тюфяке одно худое место, из которого торчали волосья и хлопья.  [Ф. М. Достоевский. Господин Прохарчин (1846)] [омонимия снята]"
 игон еинис еыдух еывялтсок евд;еишвачрот; две костлявые, худые, синие ноги, ; торчавшие ;  ;кверху, как два сучка обгоревшего ;Ф. М. Достоевский. Господин Прохарчин (1846) ;Ф. М. Достоевский ;1821 ;Господин Прохарчин ;1846 ;художественная ;повесть ; ;Большая хрестоматия. Русская литература XIX века ;2003 ;книга ;омонимия снята;на  вид только две костлявые, худые, синие ноги, торчавшие кверху, как два сучка обгоревшего дерева.  [Ф. М. Достоевский. Господин Прохарчин (1846)] [омонимия снята]
 игород маноротс миебо оП ;илачрот;  По обеим сторонам дороги ; торчали ;  ;"голые, чёрные камни; кой-где из-под ";М. Ю. Лермонтов. Герой нашего времени (1839-1841) ;М. Ю. Лермонтов ;1814 ;Герой нашего времени ;1839-1841 ;художественная ;роман ; ;М.Ю. Лермонтов. Собрание сочинений в 4 томах ;1958 ;книга ;омонимия снята;" По обеим сторонам дороги торчали голые, чёрные камни; кой-где из-под снега выглядывали кустарники, но ни один сухой листок не шевелился, и весело было слышать среди этого мёртвого сна природы фырканье усталой почтовой тройки и неровное побрякиванье русского колокольчика.  [М. Ю. Лермонтов. Герой нашего времени (1839-1841)] [омонимия снята]"
 оге мосяоп мыннёмер аз и;лачрот; и за ремённым поясом его ; торчал ;  ;большой нож.  ;М. Ю. Лермонтов. Герой нашего времени (1839-1841) ;М. Ю. Лермонтов ;1814 ;Герой нашего времени ;1839-1841 ;художественная ;роман ; ;М.Ю. Лермонтов. Собрание сочинений в 4 томах ;1958 ;книга ;омонимия снята;" Скоро показалась вдали лодка, быстро приблизилась она; из неё, как накануне, вышел человек в татарской шапке, но стрижен он был по-казацки, и за ремённым поясом его торчал большой нож.  [М. Ю. Лермонтов. Герой нашего времени (1839-1841)] [омонимия снята]"
 йофрА йоволоЭ йымеавызан ноьливап неортсоп;илачрот; построен павильон, называемый Эоловой Арфой, ; торчали ;  ;любители видов и наводили телескоп ;М. Ю. Лермонтов. Герой нашего времени (1839-1841) ;М. Ю. Лермонтов ;1814 ;Герой нашего времени ;1839-1841 ;художественная ;роман ; ;М.Ю. Лермонтов. Собрание сочинений в 4 томах ;1958 ;книга ;омонимия снята;" На крутой скале, где построен павильон, называемый Эоловой Арфой, торчали любители видов и наводили телескоп на Эльборус; между ними было два гувернёра с своими воспитанниками, приехавшими лечиться от золотухи.  [М. Ю. Лермонтов. Герой нашего времени (1839-1841)] [омонимия снята]"
 модаргонив и мощюлп хытивбо агю;тачрот; юга, обвитых плющом и виноградом, ; торчат ;  ;на их голых вершинах и ;В. А. Жуковский. Очерки Швеции (1838) ;В. А. Жуковский ;1783 ;Очерки Швеции ;1838 ;бытовая, нехудожественная ;письмо ;путешествия ;В. Жуковский. Проза поэта ;2001 ;книга ;омонимия снята;" Иногда эти крупные и мелкие обломки рассыпаны по плоскому месту и составляют лабиринт скал, подобный алупкинскому саду в Крыму, с тою только разницею, что здесь камни голы, зелёный плющ их не одевает, и между ними не пробиваются лавры; а вместо живописных деревьев юга, обвитых плющом и виноградом, торчат на их голых вершинах и боках однообразные ели и сосны и изредка берёзы, которых корни сквозь  трещины гранита проникают в землю и, переплетаясь на поверхности камня, составляют для него какое-то чудное, кружевное покрывало.  [В. А. Жуковский. Очерки Швеции (1838)] [омонимия снята]"
 и еылог от еытсисел от;еищачрот; то лесистые, то голые и ; торчащие ;  ;из вод скалы,или  отдельные ;В. А. Жуковский. Очерки Швеции (1838) ;В. А. Жуковский ;1783 ;Очерки Швеции ;1838 ;бытовая, нехудожественная ;письмо ;путешествия ;В. Жуковский. Проза поэта ;2001 ;книга ;омонимия снята;" Вместо зелёных полей вообразите только равнину вод, и вы увидите над водами те же группы камней и скал, которые являются между полями, составляя на суше каменные, покрытые елями и соснами, возвышения, отдельные голые или лесистые холмы ― или просто отвалившиеся Бог знает откуда скалы; а посреди озера большие и малые острова ― то отлогие, то крутые, то лесистые, то голые и торчащие из вод скалы,или  отдельные, или набросанные странными грудами.  [В. А. Жуковский. Очерки Швеции (1838)] [омонимия снята]"
 йони ан мокинратсук мытсуг ытыркоп;тичрот; покрыты густым кустарником, на иной ; торчит ;  ;всего-навсего одна ель, как будто ;В. А. Жуковский. Очерки Швеции (1838) ;В. А. Жуковский ;1783 ;Очерки Швеции ;1838 ;бытовая, нехудожественная ;письмо ;путешествия ;В. Жуковский. Проза поэта ;2001 ;книга ;омонимия снята; Иногда рассыпана по водам группа гранитных округлённых скал: иные голы, иные покрыты густым кустарником, на иной торчит всего-навсего одна ель, как будто уцепившаяся за неё своими корнями, чтобы спастись от бури.  [В. А. Жуковский. Очерки Швеции (1838)] [омонимия снята]
 elicébmi'l à авакур VIX акиводюЛ;илачрот;" Людовика XIV; рукава à l'imbécile "; торчали ;  ;как фижмы у Madame de ;А. С. Пушкин. Барышня-крестьянка (1830) ;А. С. Пушкин ;1799 ;Барышня-крестьянка ;1830 ;художественная ;повесть ; ;А. Пушкин. Полное собрание сочинений ;1937-1949 ;книга ;омонимия снята;" Лиза, его смуглая Лиза, набелена была по уши, насурьмлена пуще самой мисс Жаксон; фальшивые локоны, гораздо светлее собственных её волос, взбиты были, как парик Людовика XIV; рукава à l'imbécile торчали как фижмы у Madame de Pompadour; талия была перетянута, как буква икс, и все бриллианты её матери, ещё не заложенные в ломбарде, сияли на её пальцах, шее и ушах.  [А. С. Пушкин. Барышня-крестьянка (1830)] [омонимия снята]"
 ьнед йитерТ  акалбо атевц имасолов;тичрот; волосами цвета облака )  [Ми.Шутка, муж]   Третий день ; торчит ;.  ; [Мы против, муж]   Забыл давление стравить в шинах ;коллективный. АВТОтема (всё про автомобили) (2015.03.25) ;коллективный ; ;АВТОтема (всё про автомобили) ;2015.03.25 ;электронная коммуникация, нехудожественная ;форум ;транспорт, техника ; ; ;электронный текст ;омонимия не снята; [Мы против, муж]   Один раз только за четыре года катания по нашему ЖК меня обсигналила дама с волосами цвета облака )  [Ми.Шутка, муж]   Третий день торчит.  [Мы против, муж]   Забыл давление стравить в шинах перед форсированием песчаных преград )  [коллективный. АВТОтема (всё про автомобили) (2015.03.25)] [омонимия не снята]
 йеревд хытырктоирп зи ысон и;тачрот; и носы из приоткрытых дверей ; торчат ;,  ;но не заострялся.  ;Марина Зосимкина. Ты проснешься. Книга первая (2015) ;Марина Зосимкина ; ;Ты проснешься. Книга первая ;2015 ;художественная ;роман ; ;М. Зосимкина. Ты проснешься. Монреаль: Accent Graphics Communications ;2015 ;книга ;омонимия не снята;  В тот первый раз, когда они вышагивали по коридорам, Демидов по сторонам не шарил, видел, конечно, что фигурки какие-то дорогу торопливо уступают и носы из приоткрытых дверей торчат, но не заострялся.  [Марина Зосимкина. Ты проснешься. Книга первая (2015)] [омонимия не снята]
 с ротялитнев йовотыб йикьнелам и;имищачрот; и маленький бытовой вентилятор с ; торчащими ;  ;кишками проводов, и так кое-что ;Марина Зосимкина. Ты проснешься. Книга первая (2015) ;Марина Зосимкина ; ;Ты проснешься. Книга первая ;2015 ;художественная ;роман ; ;М. Зосимкина. Ты проснешься. Монреаль: Accent Graphics Communications ;2015 ;книга ;омонимия не снята; Обнаружила, кстати, и маленький бытовой вентилятор с торчащими кишками проводов, и так кое-что по мелочи.  [Марина Зосимкина. Ты проснешься. Книга первая (2015)] [омонимия не снята]
 еинетербоирп онирелаВ еовилтсачс аротакилбуд анидаморг;алачрот; громадина дубликатора, счастливое Валерино приобретение, ; торчала ;,  ;кое-как впихнутая между стеллажами прямо ;Марина Зосимкина. Ты проснешься. Книга первая (2015) ;Марина Зосимкина ; ;Ты проснешься. Книга первая ;2015 ;художественная ;роман ; ;М. Зосимкина. Ты проснешься. Монреаль: Accent Graphics Communications ;2015 ;книга ;омонимия не снята; Мысль о предстоящем мероприятии отвлекла ее от грустного созерцания нарушенной гармонии внутреннего пространства: серая молчаливая громадина дубликатора, счастливое Валерино приобретение, торчала, кое-как впихнутая между стеллажами прямо у входа, мешая движению и раздражая своей неуместностью.  [Марина Зосимкина. Ты проснешься. Книга первая (2015)] [омонимия не снята]
